citing_case,citing_holding_id,citing_direction,citing_pro_ds,citing_concept,citing_chamber,citing_pro_ds_purpose,citing_concept_cluster,citing_is_compensation,citing_core_holding,citing_justification,cited_case,cited_direction,cited_pro_ds_rate,cited_chamber,cited_year,cited_concept,cited_purpose_rate,concordance,is_concordant,is_discordant
C-252/21,1,NEUTRAL_OR_UNCLEAR,0,DPA_POWERS,GRAND_CHAMBER,0,ENFORCEMENT,0,"A national competition authority may find that a dominant undertaking's data processing terms are inconsistent with the GDPR when necessary to establish abuse of dominance, subject to sincere cooperation with data protection supervisory authorities.","The holding addresses institutional competence allocation between competition and data protection authorities, not substantive rights of data subjects or controllers.",C-645/19,PRO_DATA_SUBJECT,0.8,GRAND_CHAMBER,2021,DPA_POWERS,0.4,DISCORDANT_CITED_PRO_DS,False,True
C-252/21,4,PRO_DATA_SUBJECT,1,CONTRACT_BASIS,GRAND_CHAMBER,1,LAWFULNESS,0,"Processing of off-platform data is necessary for contract performance only if objectively indispensable for a purpose integral to the contractual obligation, such that the contract's main subject matter cannot be achieved without it.",Strict interpretation of contract necessity prevents social networks from bundling unnecessary data processing into service contracts and claiming contractual basis.,C-439/19,PRO_DATA_SUBJECT,0.75,GRAND_CHAMBER,2021,DATA_PROTECTION_PRINCIPLES,0.5,CONCORDANT_PRO_DS,True,False
C-252/21,4,PRO_DATA_SUBJECT,1,CONTRACT_BASIS,GRAND_CHAMBER,1,LAWFULNESS,0,"Processing of off-platform data is necessary for contract performance only if objectively indispensable for a purpose integral to the contractual obligation, such that the contract's main subject matter cannot be achieved without it.",Strict interpretation of contract necessity prevents social networks from bundling unnecessary data processing into service contracts and claiming contractual basis.,C-175/20,PRO_DATA_SUBJECT,0.6666666666666666,FIFTH,2022,DATA_PROTECTION_PRINCIPLES,1.0,CONCORDANT_PRO_DS,True,False
C-252/21,4,PRO_DATA_SUBJECT,1,CONTRACT_BASIS,GRAND_CHAMBER,1,LAWFULNESS,0,"Processing of off-platform data is necessary for contract performance only if objectively indispensable for a purpose integral to the contractual obligation, such that the contract's main subject matter cannot be achieved without it.",Strict interpretation of contract necessity prevents social networks from bundling unnecessary data processing into service contracts and claiming contractual basis.,C-184/20,PRO_DATA_SUBJECT,1.0,GRAND_CHAMBER,2022,LEGAL_OBLIGATION_BASIS,1.0,CONCORDANT_PRO_DS,True,False
C-252/21,5,PRO_DATA_SUBJECT,1,LEGITIMATE_INTERESTS,GRAND_CHAMBER,1,LAWFULNESS,0,"Processing for legitimate interests requires informing users of the specific interest pursued, strict necessity, and a balancing test where users' interests and fundamental rights do not override the controller's legitimate interest.",Users' fundamental rights and reasonable expectations override controller's advertising interests; extensive tracking creates a feeling of continuous surveillance that overrides commercial interests.,C-597/19,MIXED,0.0,FIFTH,2021,OTHER,1.0,DISCORDANT_CITED_PRO_CTRL,False,True
C-252/21,5,PRO_DATA_SUBJECT,1,LEGITIMATE_INTERESTS,GRAND_CHAMBER,1,LAWFULNESS,0,"Processing for legitimate interests requires informing users of the specific interest pursued, strict necessity, and a balancing test where users' interests and fundamental rights do not override the controller's legitimate interest.",Users' fundamental rights and reasonable expectations override controller's advertising interests; extensive tracking creates a feeling of continuous surveillance that overrides commercial interests.,C-439/19,PRO_DATA_SUBJECT,0.75,GRAND_CHAMBER,2021,DATA_PROTECTION_PRINCIPLES,0.5,CONCORDANT_PRO_DS,True,False
C-26/22 & C-64/22,1,PRO_DATA_SUBJECT,1,DPA_POWERS,FIRST,1,ENFORCEMENT,0,"A supervisory authority decision on a complaint is subject to full judicial review, not merely procedural review of whether the complaint was handled.","Establishes full judicial review of DPA decisions, strengthening data subject remedies against inadequate supervisory authority responses.",C-132/21,PRO_DATA_SUBJECT,1.0,FIRST,2023,REMEDIES_COMPENSATION,1.0,CONCORDANT_PRO_DS,True,False
C-26/22 & C-64/22,1,PRO_DATA_SUBJECT,1,DPA_POWERS,FIRST,1,ENFORCEMENT,0,"A supervisory authority decision on a complaint is subject to full judicial review, not merely procedural review of whether the complaint was handled.","Establishes full judicial review of DPA decisions, strengthening data subject remedies against inadequate supervisory authority responses.",C-311/18,PRO_DATA_SUBJECT,0.8,GRAND_CHAMBER,2020,INTERNATIONAL_TRANSFER,1.0,CONCORDANT_PRO_DS,True,False
C-26/22 & C-64/22,2,PRO_DATA_SUBJECT,1,LEGITIMATE_INTERESTS,FIRST,1,LAWFULNESS,0,Credit agencies cannot retain insolvency discharge data beyond the public register retention period as this fails the legitimate interest balancing test.,"Limits credit agency data retention to public register period, restricting controller processing and prioritizing data subject rehabilitation interests.",C-252/21,PRO_DATA_SUBJECT,0.625,GRAND_CHAMBER,2023,CONSENT_BASIS,0.75,CONCORDANT_PRO_DS,True,False
C-26/22 & C-64/22,2,PRO_DATA_SUBJECT,1,LEGITIMATE_INTERESTS,FIRST,1,LAWFULNESS,0,Credit agencies cannot retain insolvency discharge data beyond the public register retention period as this fails the legitimate interest balancing test.,"Limits credit agency data retention to public register period, restricting controller processing and prioritizing data subject rehabilitation interests.",C-77/21,PRO_CONTROLLER,0.5,FIRST,2022,DATA_PROTECTION_PRINCIPLES,1.0,MIXED_CITED,False,False
C-268/21,1,NEUTRAL_OR_UNCLEAR,0,LEGAL_OBLIGATION_BASIS,THIRD,0,LAWFULNESS,0,Article 6(3) and (4) GDPR applies to the production in civil court proceedings of documents containing personal data originally collected for other purposes such as tax inspection.,The holding clarifies the scope of GDPR application to civil proceedings without expanding or restricting rights of either party.,C-245/20,PRO_CONTROLLER,0.0,FIRST,2022,DPA_POWERS,0.0,CONCORDANT_PRO_CTRL,True,False
C-268/21,1,NEUTRAL_OR_UNCLEAR,0,LEGAL_OBLIGATION_BASIS,THIRD,0,LAWFULNESS,0,Article 6(3) and (4) GDPR applies to the production in civil court proceedings of documents containing personal data originally collected for other purposes such as tax inspection.,The holding clarifies the scope of GDPR application to civil proceedings without expanding or restricting rights of either party.,C-180/21,NEUTRAL_OR_UNCLEAR,0.3333333333333333,FIFTH,2022,DATA_PROTECTION_PRINCIPLES,0.3333333333333333,CONCORDANT_PRO_CTRL,True,False
C-268/21,2,PRO_DATA_SUBJECT,1,DATA_PROTECTION_PRINCIPLES,THIRD,1,PRINCIPLES,0,"When ordering document production containing personal data, national courts must balance data subject interests against other interests, applying proportionality and data minimisation principles.","Requires courts to actively consider data subject interests and apply data minimisation, including pseudonymisation and access restrictions, when ordering document production.",C-439/19,PRO_DATA_SUBJECT,0.75,GRAND_CHAMBER,2021,DATA_PROTECTION_PRINCIPLES,0.5,CONCORDANT_PRO_DS,True,False
C-300/21,1,PRO_CONTROLLER,0,REMEDIES_COMPENSATION,THIRD,0,ENFORCEMENT,1,The mere infringement of GDPR provisions is not sufficient to confer a right to compensation; actual damage must be proven.,"Requires proof of actual damage beyond mere GDPR infringement, limiting compensation claims.",C-439/19,PRO_DATA_SUBJECT,0.75,GRAND_CHAMBER,2021,DATA_PROTECTION_PRINCIPLES,0.5,DISCORDANT_CITED_PRO_DS,False,True
C-300/21,2,PRO_DATA_SUBJECT,1,REMEDIES_COMPENSATION,THIRD,1,ENFORCEMENT,1,National rules cannot make compensation for non-material damage conditional on the damage reaching a certain threshold of seriousness.,Broad interpretation of damage concept prevents Member States from imposing seriousness thresholds that would limit compensation claims.,C-311/18,PRO_DATA_SUBJECT,0.8,GRAND_CHAMBER,2020,INTERNATIONAL_TRANSFER,1.0,CONCORDANT_PRO_DS,True,False
C-300/21,2,PRO_DATA_SUBJECT,1,REMEDIES_COMPENSATION,THIRD,1,ENFORCEMENT,1,National rules cannot make compensation for non-material damage conditional on the damage reaching a certain threshold of seriousness.,Broad interpretation of damage concept prevents Member States from imposing seriousness thresholds that would limit compensation claims.,C-154/21,PRO_DATA_SUBJECT,1.0,FIRST,2023,RIGHT_OF_ACCESS,1.0,CONCORDANT_PRO_DS,True,False
C-306/21,1,PRO_DATA_SUBJECT,1,SCOPE_MATERIAL,EIGHTH,1,SCOPE,0,Processing of personal data in the context of organizing elections in a Member State falls within the scope of the GDPR and is not excluded by Article 2(2)(a).,"Broad interpretation of GDPR scope includes election-related data processing, rejecting narrow national security exception.",C-439/19,PRO_DATA_SUBJECT,0.75,GRAND_CHAMBER,2021,DATA_PROTECTION_PRINCIPLES,0.5,CONCORDANT_PRO_DS,True,False
C-307/22,1,PRO_DATA_SUBJECT,1,RIGHT_OF_ACCESS,FIRST,1,RIGHTS,0,The controller must provide a data subject with a first free copy of personal data undergoing processing regardless of the reasons stated for the access request.,Strengthens right of access by confirming no justification is required for requesting a first free copy of personal data.,C-154/21,PRO_DATA_SUBJECT,1.0,FIRST,2023,RIGHT_OF_ACCESS,1.0,CONCORDANT_PRO_DS,True,False
C-307/22,1,PRO_DATA_SUBJECT,1,RIGHT_OF_ACCESS,FIRST,1,RIGHTS,0,The controller must provide a data subject with a first free copy of personal data undergoing processing regardless of the reasons stated for the access request.,Strengthens right of access by confirming no justification is required for requesting a first free copy of personal data.,C-487/21,NEUTRAL_OR_UNCLEAR,0.5,FIRST,2023,RIGHT_OF_ACCESS,0.5,MIXED_CITED,False,False
C-307/22,1,PRO_DATA_SUBJECT,1,RIGHT_OF_ACCESS,FIRST,1,RIGHTS,0,The controller must provide a data subject with a first free copy of personal data undergoing processing regardless of the reasons stated for the access request.,Strengthens right of access by confirming no justification is required for requesting a first free copy of personal data.,C-579/21,PRO_DATA_SUBJECT,0.6666666666666666,FIRST,2023,RIGHT_OF_ACCESS,0.6666666666666666,CONCORDANT_PRO_DS,True,False
C-307/22,2,PRO_DATA_SUBJECT,1,MEMBER_STATE_DISCRETION,FIRST,1,OTHER,0,National legislation cannot require data subjects to bear the costs of a first copy of personal data in order to protect the economic interests of controllers.,Limits Member State discretion to restrict right of access and rejects economic interests of controllers as valid justification.,C-175/20,PRO_DATA_SUBJECT,0.6666666666666666,FIFTH,2022,DATA_PROTECTION_PRINCIPLES,1.0,CONCORDANT_PRO_DS,True,False
C-307/22,3,PRO_DATA_SUBJECT,1,RIGHT_OF_ACCESS,FIRST,1,RIGHTS,0,"The right to a copy of personal data in medical records includes full copies of documents when necessary to ensure data are faithful, intelligible, and verifiable.","Expands scope of copy right to include full document copies when necessary for intelligibility, especially for sensitive health data.",C-487/21,NEUTRAL_OR_UNCLEAR,0.5,FIRST,2023,RIGHT_OF_ACCESS,0.5,MIXED_CITED,False,False
"C-313/23, C-316/23 & C-332/23",2,PRO_DATA_SUBJECT,1,SCOPE_MATERIAL,FIRST,1,SCOPE,0,Disclosure of banking data concerning judges and family members for integrity verification falls within the material scope of the GDPR.,Broad interpretation of GDPR scope ensures data protection applies to judges' and family members' banking data.,C-245/20,PRO_CONTROLLER,0.0,FIRST,2022,DPA_POWERS,0.0,DISCORDANT_CITED_PRO_CTRL,False,True
"C-313/23, C-316/23 & C-332/23",2,PRO_DATA_SUBJECT,1,SCOPE_MATERIAL,FIRST,1,SCOPE,0,Disclosure of banking data concerning judges and family members for integrity verification falls within the material scope of the GDPR.,Broad interpretation of GDPR scope ensures data protection applies to judges' and family members' banking data.,C-33/22,PRO_DATA_SUBJECT,1.0,GRAND_CHAMBER,2024,SCOPE_MATERIAL,0.6666666666666666,CONCORDANT_PRO_DS,True,False
"C-313/23, C-316/23 & C-332/23",2,PRO_DATA_SUBJECT,1,SCOPE_MATERIAL,FIRST,1,SCOPE,0,Disclosure of banking data concerning judges and family members for integrity verification falls within the material scope of the GDPR.,Broad interpretation of GDPR scope ensures data protection applies to judges' and family members' banking data.,C-439/19,PRO_DATA_SUBJECT,0.75,GRAND_CHAMBER,2021,DATA_PROTECTION_PRINCIPLES,0.5,CONCORDANT_PRO_DS,True,False
"C-313/23, C-316/23 & C-332/23",2,PRO_DATA_SUBJECT,1,SCOPE_MATERIAL,FIRST,1,SCOPE,0,Disclosure of banking data concerning judges and family members for integrity verification falls within the material scope of the GDPR.,Broad interpretation of GDPR scope ensures data protection applies to judges' and family members' banking data.,C-180/21,NEUTRAL_OR_UNCLEAR,0.3333333333333333,FIFTH,2022,DATA_PROTECTION_PRINCIPLES,0.3333333333333333,DISCORDANT_CITED_PRO_CTRL,False,True
"C-313/23, C-316/23 & C-332/23",3,NEUTRAL_OR_UNCLEAR,0,CONTROLLER_DEFINITION,FIRST,1,ACTORS,0,A court authorizing disclosure of personal data to another judicial body is not a controller when it only verifies legal conditions without determining processing purposes.,Neither expands nor restricts data subject rights; clarifies that the authorizing court lacks sufficient control over processing to be a controller.,C-683/21,PRO_DATA_SUBJECT,0.75,GRAND_CHAMBER,2023,ADMINISTRATIVE_FINES,0.5,DISCORDANT_CITED_PRO_DS,False,True
"C-313/23, C-316/23 & C-332/23",3,NEUTRAL_OR_UNCLEAR,0,CONTROLLER_DEFINITION,FIRST,1,ACTORS,0,A court authorizing disclosure of personal data to another judicial body is not a controller when it only verifies legal conditions without determining processing purposes.,Neither expands nor restricts data subject rights; clarifies that the authorizing court lacks sufficient control over processing to be a controller.,C-604/22,MIXED,0.5,FOURTH,2024,JOINT_CONTROLLERS_DEFINITION,1.0,MIXED_CITED,False,False
"C-313/23, C-316/23 & C-332/23",3,NEUTRAL_OR_UNCLEAR,0,CONTROLLER_DEFINITION,FIRST,1,ACTORS,0,A court authorizing disclosure of personal data to another judicial body is not a controller when it only verifies legal conditions without determining processing purposes.,Neither expands nor restricts data subject rights; clarifies that the authorizing court lacks sufficient control over processing to be a controller.,C-638/23,MIXED,0.0,EIGHTH,2025,CONTROLLER_DEFINITION,1.0,CONCORDANT_PRO_CTRL,True,False
"C-313/23, C-316/23 & C-332/23",3,NEUTRAL_OR_UNCLEAR,0,CONTROLLER_DEFINITION,FIRST,1,ACTORS,0,A court authorizing disclosure of personal data to another judicial body is not a controller when it only verifies legal conditions without determining processing purposes.,Neither expands nor restricts data subject rights; clarifies that the authorizing court lacks sufficient control over processing to be a controller.,C-231/22,NEUTRAL_OR_UNCLEAR,0.5,THIRD,2024,ACCOUNTABILITY,1.0,MIXED_CITED,False,False
"C-313/23, C-316/23 & C-332/23",4,NEUTRAL_OR_UNCLEAR,0,DPA_OTHER,FIRST,1,ENFORCEMENT,0,A court authorizing data disclosure is not a supervisory authority unless entrusted by the Member State with monitoring GDPR application.,Clarifies institutional roles without expanding or restricting data subject rights directly.,C-252/21,PRO_DATA_SUBJECT,0.625,GRAND_CHAMBER,2023,CONSENT_BASIS,0.75,DISCORDANT_CITED_PRO_DS,False,True
"C-313/23, C-316/23 & C-332/23",5,PRO_CONTROLLER,0,REMEDIES_COMPENSATION,FIRST,1,ENFORCEMENT,1,A court authorizing data disclosure is not required to ensure data security compliance of its own motion when no Article 79 action is pending before it.,Limits judicial scrutiny of data security to cases where data subjects actively bring claims; authorizing courts need not investigate past breaches of their own motion.,C-132/21,PRO_DATA_SUBJECT,1.0,FIRST,2023,REMEDIES_COMPENSATION,1.0,DISCORDANT_CITED_PRO_DS,False,True
"C-313/23, C-316/23 & C-332/23",5,PRO_CONTROLLER,0,REMEDIES_COMPENSATION,FIRST,1,ENFORCEMENT,1,A court authorizing data disclosure is not required to ensure data security compliance of its own motion when no Article 79 action is pending before it.,Limits judicial scrutiny of data security to cases where data subjects actively bring claims; authorizing courts need not investigate past breaches of their own motion.,C-340/21,PRO_DATA_SUBJECT,0.6666666666666666,THIRD,2023,SECURITY,1.0,DISCORDANT_CITED_PRO_DS,False,True
"C-313/23, C-316/23 & C-332/23",5,PRO_CONTROLLER,0,REMEDIES_COMPENSATION,FIRST,1,ENFORCEMENT,1,A court authorizing data disclosure is not required to ensure data security compliance of its own motion when no Article 79 action is pending before it.,Limits judicial scrutiny of data security to cases where data subjects actively bring claims; authorizing courts need not investigate past breaches of their own motion.,C-768/21,PRO_CONTROLLER,0.0,FIRST,2024,DPA_POWERS,1.0,CONCORDANT_PRO_CTRL,True,False
"C-313/23, C-316/23 & C-332/23",5,PRO_CONTROLLER,0,REMEDIES_COMPENSATION,FIRST,1,ENFORCEMENT,1,A court authorizing data disclosure is not required to ensure data security compliance of its own motion when no Article 79 action is pending before it.,Limits judicial scrutiny of data security to cases where data subjects actively bring claims; authorizing courts need not investigate past breaches of their own motion.,C-46/23,PRO_DATA_SUBJECT,1.0,FIFTH,2024,DPA_POWERS,1.0,DISCORDANT_CITED_PRO_DS,False,True
"C-313/23, C-316/23 & C-332/23",5,PRO_CONTROLLER,0,REMEDIES_COMPENSATION,FIRST,1,ENFORCEMENT,1,A court authorizing data disclosure is not required to ensure data security compliance of its own motion when no Article 79 action is pending before it.,Limits judicial scrutiny of data security to cases where data subjects actively bring claims; authorizing courts need not investigate past breaches of their own motion.,C-169/23,MIXED,0.0,THIRD,2024,DPA_POWERS,1.0,CONCORDANT_PRO_CTRL,True,False
"C-313/23, C-316/23 & C-332/23",5,PRO_CONTROLLER,0,REMEDIES_COMPENSATION,FIRST,1,ENFORCEMENT,1,A court authorizing data disclosure is not required to ensure data security compliance of its own motion when no Article 79 action is pending before it.,Limits judicial scrutiny of data security to cases where data subjects actively bring claims; authorizing courts need not investigate past breaches of their own motion.,C-579/21,PRO_DATA_SUBJECT,0.6666666666666666,FIRST,2023,RIGHT_OF_ACCESS,0.6666666666666666,DISCORDANT_CITED_PRO_DS,False,True
C-319/20,1,PRO_DATA_SUBJECT,1,REPRESENTATIVE_ACTIONS,THIRD,1,ENFORCEMENT,0,Article 80(2) GDPR permits national legislation allowing consumer protection associations to bring representative actions without mandate and independently of specific data subject rights infringements.,Broad interpretation of Article 80(2) allowing representative actions without mandate strengthens data subject rights through collective enforcement mechanisms.,C-645/19,PRO_DATA_SUBJECT,0.8,GRAND_CHAMBER,2021,DPA_POWERS,0.4,CONCORDANT_PRO_DS,True,False
C-33/22,1,PRO_DATA_SUBJECT,1,SCOPE_MATERIAL,GRAND_CHAMBER,1,SCOPE,0,Parliamentary committee of inquiry activities are not excluded from GDPR scope merely because they are carried out by parliament exercising its power of scrutiny over the executive.,Broad interpretation of GDPR scope extends protection to data subjects even when data is processed by parliamentary bodies.,C-272/19,PRO_DATA_SUBJECT,1.0,THIRD,2020,CONTROLLER_DEFINITION,1.0,CONCORDANT_PRO_DS,True,False
C-33/22,1,PRO_DATA_SUBJECT,1,SCOPE_MATERIAL,GRAND_CHAMBER,1,SCOPE,0,Parliamentary committee of inquiry activities are not excluded from GDPR scope merely because they are carried out by parliament exercising its power of scrutiny over the executive.,Broad interpretation of GDPR scope extends protection to data subjects even when data is processed by parliamentary bodies.,C-439/19,PRO_DATA_SUBJECT,0.75,GRAND_CHAMBER,2021,DATA_PROTECTION_PRINCIPLES,0.5,CONCORDANT_PRO_DS,True,False
C-33/22,1,PRO_DATA_SUBJECT,1,SCOPE_MATERIAL,GRAND_CHAMBER,1,SCOPE,0,Parliamentary committee of inquiry activities are not excluded from GDPR scope merely because they are carried out by parliament exercising its power of scrutiny over the executive.,Broad interpretation of GDPR scope extends protection to data subjects even when data is processed by parliamentary bodies.,C-306/21,PRO_DATA_SUBJECT,1.0,EIGHTH,2022,DPA_POWERS,1.0,CONCORDANT_PRO_DS,True,False
C-33/22,1,PRO_DATA_SUBJECT,1,SCOPE_MATERIAL,GRAND_CHAMBER,1,SCOPE,0,Parliamentary committee of inquiry activities are not excluded from GDPR scope merely because they are carried out by parliament exercising its power of scrutiny over the executive.,Broad interpretation of GDPR scope extends protection to data subjects even when data is processed by parliamentary bodies.,C-245/20,PRO_CONTROLLER,0.0,FIRST,2022,DPA_POWERS,0.0,DISCORDANT_CITED_PRO_CTRL,False,True
C-33/22,2,PRO_DATA_SUBJECT,1,SCOPE_MATERIAL,GRAND_CHAMBER,1,SCOPE,0,Parliamentary inquiry into political influence over a police state-protection authority is not a national security activity excluded from GDPR scope under Article 2(2)(a).,Narrow interpretation of national security exception ensures data subjects retain GDPR protection even when processing relates to entities with security functions.,C-439/19,PRO_DATA_SUBJECT,0.75,GRAND_CHAMBER,2021,DATA_PROTECTION_PRINCIPLES,0.5,CONCORDANT_PRO_DS,True,False
C-33/22,2,PRO_DATA_SUBJECT,1,SCOPE_MATERIAL,GRAND_CHAMBER,1,SCOPE,0,Parliamentary inquiry into political influence over a police state-protection authority is not a national security activity excluded from GDPR scope under Article 2(2)(a).,Narrow interpretation of national security exception ensures data subjects retain GDPR protection even when processing relates to entities with security functions.,C-306/21,PRO_DATA_SUBJECT,1.0,EIGHTH,2022,DPA_POWERS,1.0,CONCORDANT_PRO_DS,True,False
C-33/22,3,PRO_DATA_SUBJECT,1,DPA_POWERS,GRAND_CHAMBER,0,ENFORCEMENT,0,"Where a Member State establishes only one supervisory authority, Articles 77(1) and 55(1) GDPR directly confer competence on that authority to hear complaints about parliamentary committee data processing.",Direct effect of complaint provisions ensures data subjects can enforce their rights through DPA regardless of Member State constitutional arrangements.,C-645/19,PRO_DATA_SUBJECT,0.8,GRAND_CHAMBER,2021,DPA_POWERS,0.4,CONCORDANT_PRO_DS,True,False
C-34/21,1,PRO_DATA_SUBJECT,1,MEMBER_STATE_DISCRETION,FIRST,1,OTHER,0,National legislation cannot constitute a more specific rule under Article 88(1) GDPR where it does not satisfy the conditions laid down in Article 88(2) GDPR.,Limits Member State discretion by requiring compliance with Article 88(2) safeguards for employees as data subjects.,C-319/20,PRO_DATA_SUBJECT,1.0,THIRD,2022,REPRESENTATIVE_ACTIONS,1.0,CONCORDANT_PRO_DS,True,False
C-34/21,1,PRO_DATA_SUBJECT,1,MEMBER_STATE_DISCRETION,FIRST,1,OTHER,0,National legislation cannot constitute a more specific rule under Article 88(1) GDPR where it does not satisfy the conditions laid down in Article 88(2) GDPR.,Limits Member State discretion by requiring compliance with Article 88(2) safeguards for employees as data subjects.,C-175/20,PRO_DATA_SUBJECT,0.6666666666666666,FIFTH,2022,DATA_PROTECTION_PRINCIPLES,1.0,CONCORDANT_PRO_DS,True,False
C-34/21,1,PRO_DATA_SUBJECT,1,MEMBER_STATE_DISCRETION,FIRST,1,OTHER,0,National legislation cannot constitute a more specific rule under Article 88(1) GDPR where it does not satisfy the conditions laid down in Article 88(2) GDPR.,Limits Member State discretion by requiring compliance with Article 88(2) safeguards for employees as data subjects.,C-439/19,PRO_DATA_SUBJECT,0.75,GRAND_CHAMBER,2021,DATA_PROTECTION_PRINCIPLES,0.5,CONCORDANT_PRO_DS,True,False
C-34/21,2,MIXED,0,MEMBER_STATE_DISCRETION,FIRST,0,OTHER,0,Non-compliant national provisions on employee data processing must be disregarded unless they constitute a valid legal basis under Article 6(3) GDPR.,Requires disapplication of non-compliant rules but preserves national provisions if they qualify as valid Article 6(3) legal bases.,C-645/19,PRO_DATA_SUBJECT,0.8,GRAND_CHAMBER,2021,DPA_POWERS,0.4,DISCORDANT_CITED_PRO_DS,False,True
C-34/21,2,MIXED,0,MEMBER_STATE_DISCRETION,FIRST,0,OTHER,0,Non-compliant national provisions on employee data processing must be disregarded unless they constitute a valid legal basis under Article 6(3) GDPR.,Requires disapplication of non-compliant rules but preserves national provisions if they qualify as valid Article 6(3) legal bases.,C-180/21,NEUTRAL_OR_UNCLEAR,0.3333333333333333,FIFTH,2022,DATA_PROTECTION_PRINCIPLES,0.3333333333333333,CONCORDANT_PRO_CTRL,True,False
C-34/21,2,MIXED,0,MEMBER_STATE_DISCRETION,FIRST,0,OTHER,0,Non-compliant national provisions on employee data processing must be disregarded unless they constitute a valid legal basis under Article 6(3) GDPR.,Requires disapplication of non-compliant rules but preserves national provisions if they qualify as valid Article 6(3) legal bases.,C-306/21,PRO_DATA_SUBJECT,1.0,EIGHTH,2022,DPA_POWERS,1.0,DISCORDANT_CITED_PRO_DS,False,True
C-340/21,1,PRO_CONTROLLER,0,SECURITY,THIRD,1,OTHER,0,A data breach by third parties is not sufficient in itself to establish that the controller's technical and organisational measures were inappropriate under Articles 24 and 32 GDPR.,Controllers are not presumed to have failed merely because a breach occurred; they can rebut allegations with evidence of appropriate measures.,C-673/17,PRO_DATA_SUBJECT,1.0,GRAND_CHAMBER,2019,CONSENT_BASIS,1.0,DISCORDANT_CITED_PRO_DS,False,True
C-340/21,1,PRO_CONTROLLER,0,SECURITY,THIRD,1,OTHER,0,A data breach by third parties is not sufficient in itself to establish that the controller's technical and organisational measures were inappropriate under Articles 24 and 32 GDPR.,Controllers are not presumed to have failed merely because a breach occurred; they can rebut allegations with evidence of appropriate measures.,C-300/21,MIXED,0.3333333333333333,THIRD,2023,REMEDIES_COMPENSATION,0.3333333333333333,CONCORDANT_PRO_CTRL,True,False
C-340/21,3,PRO_DATA_SUBJECT,1,ACCOUNTABILITY,THIRD,1,PRINCIPLES,0,"In compensation actions under Article 82 GDPR, the controller bears the burden of proving that its security measures were appropriate.",Placing the burden of proof on controllers strengthens data subject rights and ensures effectiveness of the compensation mechanism.,C-252/21,PRO_DATA_SUBJECT,0.625,GRAND_CHAMBER,2023,CONSENT_BASIS,0.75,CONCORDANT_PRO_DS,True,False
C-340/21,4,NEUTRAL_OR_UNCLEAR,0,SECURITY,THIRD,1,OTHER,0,An expert report cannot be a systematically necessary and sufficient means of proof for assessing the appropriateness of security measures.,This holding addresses procedural rules on evidence rather than substantively favoring either party.,C-300/21,MIXED,0.3333333333333333,THIRD,2023,REMEDIES_COMPENSATION,0.3333333333333333,CONCORDANT_PRO_CTRL,True,False
C-340/21,4,NEUTRAL_OR_UNCLEAR,0,SECURITY,THIRD,1,OTHER,0,An expert report cannot be a systematically necessary and sufficient means of proof for assessing the appropriateness of security measures.,This holding addresses procedural rules on evidence rather than substantively favoring either party.,C-817/19,PRO_DATA_SUBJECT,0.75,GRAND_CHAMBER,2022,DATA_PROTECTION_PRINCIPLES,0.75,DISCORDANT_CITED_PRO_DS,False,True
C-340/21,4,NEUTRAL_OR_UNCLEAR,0,SECURITY,THIRD,1,OTHER,0,An expert report cannot be a systematically necessary and sufficient means of proof for assessing the appropriateness of security measures.,This holding addresses procedural rules on evidence rather than substantively favoring either party.,C-132/21,PRO_DATA_SUBJECT,1.0,FIRST,2023,REMEDIES_COMPENSATION,1.0,DISCORDANT_CITED_PRO_DS,False,True
C-340/21,6,PRO_DATA_SUBJECT,1,REMEDIES_COMPENSATION,THIRD,1,ENFORCEMENT,1,Fear of possible future misuse of personal data following a breach can in itself constitute compensable non-material damage under Article 82(1) GDPR.,Broad interpretation of non-material damage to include fear of future misuse lowers the threshold for data subjects to claim compensation.,C-300/21,MIXED,0.3333333333333333,THIRD,2023,REMEDIES_COMPENSATION,0.3333333333333333,DISCORDANT_CITED_PRO_CTRL,False,True
C-383/23,1,PRO_DATA_SUBJECT,1,ADMINISTRATIVE_FINES,FIFTH,0,ENFORCEMENT,0,"The term undertaking in Article 83(4)-(6) GDPR corresponds to the competition law concept, so fines must be calculated based on group-wide turnover.",Allowing fines to be calculated on group-wide turnover significantly increases maximum fine amounts and deterrent effect against controllers.,C-807/21,PRO_CONTROLLER,0.5,GRAND_CHAMBER,2023,ADMINISTRATIVE_FINES,1.0,MIXED_CITED,False,False
C-394/23,1,PRO_DATA_SUBJECT,1,DATA_PROTECTION_PRINCIPLES,FIRST,1,PRINCIPLES,0,Processing customer title data to personalize commercial communication is not necessary for contract performance or legitimate interests under the GDPR.,"Court narrowly interprets contract and legitimate interest bases, finding title data processing not necessary; highlights discrimination risk for gender identity.",C-446/21,PRO_DATA_SUBJECT,1.0,FOURTH,2024,DATA_MINIMISATION,1.0,CONCORDANT_PRO_DS,True,False
C-394/23,1,PRO_DATA_SUBJECT,1,DATA_PROTECTION_PRINCIPLES,FIRST,1,PRINCIPLES,0,Processing customer title data to personalize commercial communication is not necessary for contract performance or legitimate interests under the GDPR.,"Court narrowly interprets contract and legitimate interest bases, finding title data processing not necessary; highlights discrimination risk for gender identity.",C-621/22,PRO_DATA_SUBJECT,1.0,NINTH,2024,LEGITIMATE_INTERESTS,1.0,CONCORDANT_PRO_DS,True,False
